Jun 11 08:44:25 10.89.0.114 <189>55: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/8, changed state to down
Jun 11 08:44:25 10.89.0.114 <189>56: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/7, changed state to down
Jun 11 08:44:25 10.89.0.114 <189>57: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/6, changed state to down
Jun 11 08:44:25 10.89.0.114 <189>58: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/5, changed state to down
Jun 11 08:44:25 10.89.0.114 <189>59: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/4, changed state to down
Jun 11 08:44:25 10.89.0.114 <189>61: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/2, changed state to up
Jun 11 08:44:25 10.89.0.114 <189>62: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/1, changed state to up
Jun 11 08:44:25 10.89.0.114 <189>63: *Mar  1 05:30:08: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/0, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>5: ESW14: *Mar  1 00:00:05.679: %LINK-3-UPDOWN: Interface FastEthernet1/4, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>6: ESW14: *Mar  1 00:00:05.683: %LINK-3-UPDOWN: Interface FastEthernet1/5, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>7: ESW14: *Mar  1 00:00:05.683: %LINK-3-UPDOWN: Interface FastEthernet1/6, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>8: ESW14: *Mar  1 00:00:05.687: %LINK-3-UPDOWN: Interface FastEthernet1/7, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>9: ESW14: *Mar  1 00:00:05.687: %LINK-3-UPDOWN: Interface FastEthernet1/8, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>10: ESW14: *Mar  1 00:00:05.687: %LINK-3-UPDOWN: Interface FastEthernet1/9, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>11: ESW14: *Mar  1 00:00:05.687: %LINK-3-UPDOWN: Interface FastEthernet1/10, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>12: ESW14: *Mar  1 00:00:05.687: %LINK-3-UPDOWN: Interface FastEthernet1/11, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>13: ESW14: *Mar  1 00:00:05.727: %LINK-3-UPDOWN: Interface FastEthernet1/12, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>14: ESW14: *Mar  1 00:00:05.727: %LINK-3-UPDOWN: Interface FastEthernet1/13, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>15: ESW14: *Mar  1 00:00:05.727: %LINK-3-UPDOWN: Interface FastEthernet1/14, changed state to down
Jun 11 08:44:26 10.89.0.114 <187>16: ESW14: *Mar  1 00:00:05.727: %LINK-3-UPDOWN: Interface FastEthernet1/15, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>17: ESW14: *Mar  1 00:00:06.403: %LINK-5-CHANGED: Interface FastEthernet0/0, changed state to administratively down
Jun 11 08:44:26 10.89.0.114 <189>18: ESW14: *Mar  1 00:00:06.403: %LINK-5-CHANGED: Interface FastEthernet0/1, changed state to administratively down
Jun 11 08:44:26 10.89.0.114 <189>19: ESW14: *Mar  1 00:00:06.435: %SYS-5-CONFIG_I: Configured from memory by console
Jun 11 08:44:26 10.89.0.114 <189>20: ESW14: *Mar  1 00:00:06.503: %SYS-5-RESTART: System restarted --
Jun 11 08:44:26 10.89.0.114 <189>21: ESW14: Cisco IOS Software, 2600 Software (C2691-ENTSERVICESK9-M), Version 12.4(13b), RELEASE SOFTWARE (fc3)
Jun 11 08:44:26 10.89.0.114 <189>22: ESW14: Technical Support: http://www.cisco.com/techsupport
Jun 11 08:44:26 10.89.0.114 <189>23: ESW14: Copyright (c) 1986-2007 by Cisco Systems, Inc.
Jun 11 08:44:26 10.89.0.114 <189>24: ESW14: Compiled Tue 24-Apr-07 15:33 by prod_rel_team
Jun 11 08:44:26 10.89.0.114 <189>25: ESW14: *Mar  1 00:00:06.515: %SNMP-5-COLDSTART: SNMP agent on host ESW14 is undergoing a cold start
Jun 11 08:44:26 10.89.0.114 <189>26: ESW14: *Mar  1 00:00:06.527: %PCMCIAFS-5-DIBERR: PCMCIA disk 0 is formatted from a different router or PC. A format in this router is required before an image can be booted from this device
Jun 11 08:44:26 10.89.0.114 <189>27: ESW14: *Mar  1 00:00:06.535: %SSH-5-ENABLED: SSH 2.0 has been enabled
Jun 11 08:44:26 10.89.0.114 <189>28: ESW14: *Mar  1 00:00:06.775: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/7, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>29: ESW14: *Mar  1 00:00:07.243: %DTP-5-TRUNKPORTON: Port Fa1/0-1 has become dot1q trunk
Jun 11 08:44:26 10.89.0.114 <189>30: ESW14: *Mar  1 00:00:07.403: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet0/0, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>31: ESW14: *Mar  1 00:00:07.403: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet0/1, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>32: ESW14: *Mar  1 00:00:07.747: %LINEPROTO-5-UPDOWN: Line protocol on Interface Vlan99, changed state to up
Jun 11 08:44:26 10.89.0.114 <189>33: ESW14: *Mar  1 00:00:07.911: %LINK-5-CHANGED: Interface Loopback0, changed state to administratively down
Jun 11 08:44:26 10.89.0.114 <189>34: ESW14: *Mar  1 00:00:07.955: %LINK-5-CHANGED: Interface FastEthernet1/7, changed state to administratively down
Jun 11 08:44:26 10.89.0.114 <189>35: ESW14: *Mar  1 00:00:07.971: %LINK-5-CHANGED: Interface Vlan1, changed state to administratively down
Jun 11 08:44:26 10.89.0.114 <187>36: ESW14: *Mar  1 00:00:08.435: %LINK-3-UPDOWN: Interface FastEthernet1/15, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>37: ESW14: *Mar  1 00:00:08.503: %LINK-3-UPDOWN: Interface FastEthernet1/14, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>38: ESW14: *Mar  1 00:00:08.507: %LINK-3-UPDOWN: Interface FastEthernet1/13, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>39: ESW14: *Mar  1 00:00:08.507: %LINK-3-UPDOWN: Interface FastEthernet1/12, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>40: ESW14: *Mar  1 00:00:08.511: %LINK-3-UPDOWN: Interface FastEthernet1/11, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>41: ESW14: *Mar  1 00:00:08.511: %LINK-3-UPDOWN: Interface FastEthernet1/10, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>42: ESW14: *Mar  1 00:00:08.515: %LINK-3-UPDOWN: Interface FastEthernet1/9, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>43: ESW14: *Mar  1 00:00:08.515: %LINK-3-UPDOWN: Interface FastEthernet1/8, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>44: ESW14: *Mar  1 00:00:08.519: %LINK-3-UPDOWN: Interface FastEthernet1/6, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>46: ESW14: *Mar  1 00:00:08.519: %LINK-3-UPDOWN: Interface FastEthernet1/4, changed state to up
Jun 11 08:44:26 10.89.0.114 <187>47: ESW14: *Mar  1 00:00:08.523: %LINK-3-UPDOWN: Interface FastEthernet1/3, changed state to up
Jun 11 08:44:26 10.89.0.114 <189>48: ESW14: *Mar  1 00:00:09.303: %LINEPROTO-5-UPDOWN: Line protocol on Interface Vlan1, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>49: ESW14: *Mar  1 00:00:09.435: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/15, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>50: ESW14: *Mar  1 00:00:09.503: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/14, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>51: ESW14: *Mar  1 00:00:09.511: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/13, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>52: ESW14: *Mar  1 00:00:09.515: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/12, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>53: ESW14: *Mar  1 00:00:09.515: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/11, changed state to down
Jun 11 08:44:26 10.89.0.114 <189>54: ESW14: *Mar  1 00:00:09.519: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/10, changed state to down
Jun 11 08:44:27 10.89.0.114 <189>55: ESW14: *Mar  1 00:00:09.519: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/9, changed state to down
Jun 11 08:44:27 10.89.0.114 <189>56: ESW14: *Mar  1 00:00:09.523: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/8, changed state to down
Jun 11 08:44:27 10.89.0.114 <189>57: ESW14: *Mar  1 00:00:09.523: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/6, changed state to down
Jun 11 08:44:27 10.89.0.114 <189>58: ESW14: *Mar  1 00:00:09.523: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/5, changed state to down
Jun 11 08:44:27 10.89.0.114 <189>59: ESW14: *Mar  1 00:00:09.527: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/4, changed state to down
Jun 11 08:44:27 10.89.0.114 <189>60: ESW14: *Mar  1 00:00:09.527: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/3, changed state to down
Jun 11 08:44:27 10.89.0.114 <189>61: ESW14: *Mar  1 00:00:09.531: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/2, changed state to up
Jun 11 08:44:27 10.89.0.114 <189>62: ESW14: *Mar  1 00:00:09.531: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/1, changed state to up
Jun 11 08:44:27 10.89.0.114 <189>63: ESW14: *Mar  1 00:00:09.535: %LINEPROTO-5-UPDOWN: Line protocol on Interface FastEthernet1/0, changed state to up
